"","NULL.","NULL.GP","NULL.GS","NULL.MP","NULL.G","NULL.S","NULL.SOT","NULL.A","NULL.TKL","NULL.YC","NULL.RC","NULL.FC","NULL.FS","team.x","season.x","UID","players.val[nr.name, 2]","Market.value","team.y","season.y","players.val[nr.pos, 1]"
"1106","Luke Shaw","35","35","2992","0","24","10","1","26","4","0","27","45","southampton","2013","Luke Shaw 2013","Luke Shaw","4,50 Mill. €","southampton-fc","2013","Left-Back"
"1107","Victor Wanyama","23","19","1659","0","18","3","0","36","7","0","46","31","southampton","2013","Victor Wanyama 2013","Victor Wanyama","5,00 Mill. €","southampton-fc","2013","Defensive Midfield"
"1108","James Ward-Prowse","34","16","1601","0","20","7","2","15","3","0","21","18","southampton","2013","James Ward-Prowse 2013","James Ward-Prowse","1,00 Mill. €","southampton-fc","2013","Central Midfield"
"1109","Maya Yoshida","8","7","632","1","3","1","0","4","0","0","3","4","southampton","2013","Maya Yoshida 2013","Maya Yoshida","4,50 Mill. €","southampton-fc","2013","Centre Back"
"1110","Barry Bannan","15","13","1005","1","13","3","1","8","1","0","7","1","crystal-palace","2013","Barry Bannan 2013","Barry Bannan","5,50 Mill. €","crystal-palace","2013","Central Midfield"
"1111","Yannick Bolasie","29","23","2038","0","48","14","4","12","1","1","27","25","crystal-palace","2013","Yannick Bolasie 2013",NA,NA,NA,NA,NA
"1112","José Campaña","6","4","311","0","5","0","1","1","0","0","3","5","crystal-palace","2013","José Campaña 2013","José Campaña","2,50 Mill. €","crystal-palace","2013","Central Midfield"
"1113","Marouane Chamakh","32","27","2308","5","18","11","2","21","9","0","50","55","crystal-palace","2013","Marouane Chamakh 2013","Marouane Chamakh","3,50 Mill. €","crystal-palace","2013","Centre Forward"
"1114","Scott Dann","14","14","1260","1","4","2","0","4","4","0","6","4","crystal-palace","2013","Scott Dann 2013","Scott Dann","4,00 Mill. €","crystal-palace","2013","Centre Back"
"1115","Damien Delaney","37","37","3285","1","14","6","1","27","9","0","28","13","crystal-palace","2013","Damien Delaney 2013","Damien Delaney","500 Th. €","crystal-palace","2013","Centre Back"
"1116","Kagisho Dikgacoi","26","25","1955","0","16","6","0","11","3","1","19","14","crystal-palace","2013","Kagisho Dikgacoi 2013","Kagisho Dikgacoi","1,00 Mill. €","crystal-palace","2013","Defensive Midfield"
"1117","Stephen Dobbie","1","1","66","0","0","0","0","1","0","0","0","0","crystal-palace","2013","Stephen Dobbie 2013","Stephen Dobbie","1,00 Mill. €","crystal-palace","2013","Secondary Striker"
"1118","Danny Gabbidon","23","22","1974","1","3","1","0","12","0","0","10","4","crystal-palace","2013","Danny Gabbidon 2013","Danny Gabbidon","500 Th. €","crystal-palace","2013","Centre Back"
"1119","Owen Garvan","2","1","93","0","1","0","0","2","0","0","0","0","crystal-palace","2013","Owen Garvan 2013","Owen Garvan","1,25 Mill. €","crystal-palace","2013","Attacking Midfield"
"1120","Dwight Gayle","23","8","882","7","28","10","0","2","1","0","9","17","crystal-palace","2013","Dwight Gayle 2013","Dwight Gayle","750 Th. €","crystal-palace","2013","Centre Forward"
"1121","Adlene Guedioura","8","4","317","0","13","2","0","3","0","0","10","4","crystal-palace","2013","Adlene Guedioura 2013",NA,NA,NA,NA,NA
"1122","Wayne Hennessey","1","1","90","0","0","0","0","0","0","0","0","0","crystal-palace","2013","Wayne Hennessey 2013","Wayne Hennessey","4,00 Mill. €","crystal-palace","2013","Keeper"
"1123","Tom Ince","8","5","411","1","9","3","1","2","0","0","3","10","crystal-palace","2013","Tom Ince 2013","Tom Ince","7,50 Mill. €","crystal-palace","2013","Right Wing"
"1124","Mile Jedinak","38","38","3389","1","33","10","1","32","7","0","59","43","crystal-palace","2013","Mile Jedinak 2013","Mile Jedinak","1,50 Mill. €","crystal-palace","2013","Central Midfield"
"1125","Cameron Jerome","28","20","1755","2","40","16","1","10","4","0","42","20","crystal-palace","2013","Cameron Jerome 2013","Cameron Jerome","2,50 Mill. €","stoke-city","2013","Centre Forward"
"1126","Cameron Jerome","28","20","1755","2","40","16","1","10","4","0","42","20","crystal-palace","2013","Cameron Jerome 2013","Cameron Jerome","2,50 Mill. €","crystal-palace","2013","Centre Forward"
"1127","Jimmy Kebe","6","2","189","0","5","1","0","1","0","0","3","4","crystal-palace","2013","Jimmy Kebe 2013",NA,NA,NA,NA,NA
"1128","Joe Ledley","14","14","1249","2","11","4","1","7","1","0","8","17","crystal-palace","2013","Joe Ledley 2013","Joe Ledley","3,50 Mill. €","crystal-palace","2013","Central Midfield"
"1129","Adrian Mariappa","24","23","2113","1","5","1","1","16","6","0","15","18","crystal-palace","2013","Adrian Mariappa 2013","Adrian Mariappa","3,00 Mill. €","crystal-palace","2013","Right-Back"
"1130","Patrick McCarthy","1","0","26","0","1","0","0","0","0","0","0","0","crystal-palace","2013","Patrick McCarthy 2013","Patrick McCarthy","1,00 Mill. €","crystal-palace","2013","Centre Back"
"1131","Dean Moxey","20","18","1518","0","10","2","1","18","2","0","13","11","crystal-palace","2013","Dean Moxey 2013","Dean Moxey","750 Th. €","crystal-palace","2013","Left-Back"
"1132","Glenn Murray","14","3","394","1","13","3","1","2","1","0","15","10","crystal-palace","2013","Glenn Murray 2013","Glenn Murray","2,50 Mill. €","crystal-palace","2013","Centre Forward"
"1133","Stuart O'Keefe","12","2","390","1","8","5","0","5","2","0","9","2","crystal-palace","2013","Stuart O'Keefe 2013","Stuart O'Keefe","250 Th. €","crystal-palace","2013","Central Midfield"
"1134","Jonathan Parr","15","7","756","0","2","0","0","4","0","0","4","6","crystal-palace","2013","Jonathan Parr 2013","Jonathan Parr","1,50 Mill. €","crystal-palace","2013","Left-Back"
"1135","Kevin Phillips","4","0","76","0","3","0","0","0","0","0","1","2","crystal-palace","2013","Kevin Phillips 2013","Kevin Phillips","250 Th. €","crystal-palace","2013","Centre Forward"
"1136","Jason Puncheon","34","29","2515","7","77","32","2","17","2","0","21","16","crystal-palace","2013","Jason Puncheon 2013","Jason Puncheon","2,00 Mill. €","crystal-palace","2013","Right Wing"
"1137","Julian Speroni","37","37","3330","0","0","0","0","1","0","0","0","5","crystal-palace","2013","Julian Speroni 2013",NA,NA,NA,NA,NA
"1138","Jerome Thomas","9","3","367","0","7","1","0","4","2","0","9","10","crystal-palace","2013","Jerome Thomas 2013","Jerome Thomas","2,00 Mill. €","crystal-palace","2013","Left Wing"
"1139","Joel Ward","36","36","3240","0","19","5","2","22","3","0","32","40","crystal-palace","2013","Joel Ward 2013","Joel Ward","1,25 Mill. €","crystal-palace","2013","Right-Back"
"1140","Aaron Wilbraham","4","1","81","0","4","3","0","0","0","0","3","1","crystal-palace","2013","Aaron Wilbraham 2013","Aaron Wilbraham","250 Th. €","crystal-palace","2013","Centre Forward"
"1141","Jonathan Williams","9","0","179","0","3","1","0","1","0","0","2","7","crystal-palace","2013","Jonathan Williams 2013","Jonathan Williams","750 Th. €","crystal-palace","2013","Attacking Midfield"
"1142","Jordi Amat","17","13","1246","0","4","1","0","13","3","0","18","8","swansea-city","2013","Jordi Amat 2013","Jordi Amat","3,00 Mill. €","swansea-city","2013","Centre Back"
"1143","Kyle Bartley","2","1","91","0","0","0","0","4","0","0","5","0","swansea-city","2013","Kyle Bartley 2013","Kyle Bartley","1,00 Mill. €","swansea-city","2013","Centre Back"
"1144","Wilfried Bony","34","27","2472","16","106","40","4","10","4","0","35","48","swansea-city","2013","Wilfried Bony 2013","Wilfried Bony","12,00 Mill. €","swansea-city","2013","Centre Forward"
"1145","Leon Britton","25","23","2020","0","5","2","1","9","2","0","9","20","swansea-city","2013","Leon Britton 2013","Leon Britton","4,50 Mill. €","swansea-city","2013","Central Midfield"
"1146","José Alberto Cañas","23","19","1670","0","13","0","0","11","5","0","12","17","swansea-city","2013","José Alberto Cañas 2013","José Alberto Cañas","3,50 Mill. €","swansea-city","2013","Defensive Midfield"
"1147","Chico","31","30","2690","3","24","10","0","30","5","2","39","24","swansea-city","2013","Chico 2013","Chico","5,00 Mill. €","swansea-city","2013","Centre Back"
"1148","Ben Davies","34","32","2873","2","9","3","1","17","3","0","24","24","swansea-city","2013","Ben Davies 2013","Ben Davies","1,50 Mill. €","swansea-city","2013","Left-Back"
"1149","Jonathan De Guzmán","34","26","2355","4","49","19","4","12","1","0","25","35","swansea-city","2013","Jonathan De Guzmán 2013",NA,NA,NA,NA,NA
"1150","Nathan Dyer","27","19","1750","6","36","12","2","7","1","0","10","42","swansea-city","2013","Nathan Dyer 2013","Nathan Dyer","4,50 Mill. €","swansea-city","2013","Right Wing"
"1151","Marvin Emnes","7","2","135","1","1","1","0","0","2","0","2","5","swansea-city","2013","Marvin Emnes 2013","Marvin Emnes","3,00 Mill. €","swansea-city","2013","Centre Forward"
"1152","Jay Fulton","2","1","80","0","0","0","0","4","1","0","1","0","swansea-city","2013","Jay Fulton 2013","Jay Fulton","75 Th. €","swansea-city","2013","Central Midfield"
"1153","Pablo Hernández","27","17","1431","2","30","10","7","6","2","0","15","18","swansea-city","2013","Pablo Hernández 2013","Pablo Hernández","8,00 Mill. €","swansea-city","2013","Left Wing"
"1154","Sung-Yueng Ki","1","0","13","0","0","0","0","0","0","0","0","0","swansea-city","2013","Sung-Yueng Ki 2013",NA,NA,NA,NA,NA
"1155","Roland Lamah","9","4","455","2","14","4","2","0","1","0","3","7","swansea-city","2013","Roland Lamah 2013","Roland Lamah","2,50 Mill. €","swansea-city","2013","Left Wing"
"1156","Leroy Lita","2","0","34","0","0","0","0","1","0","0","1","0","swansea-city","2013","Leroy Lita 2013","Leroy Lita","1,50 Mill. €","swansea-city","2013","Centre Forward"
"1157","Michu","17","15","1289","2","42","14","2","7","2","0","12","21","swansea-city","2013","Michu 2013","Michu","13,00 Mill. €","swansea-city","2013","Secondary Striker"
"1158","David N'Gog","3","0","42","0","3","0","0","0","0","0","3","1","swansea-city","2013","David N'Gog 2013","David N'Gog","2,50 Mill. €","swansea-city","2013","Centre Forward"
"1159","Álex Pozuelo","22","7","867","0","15","3","1","2","1","0","6","15","swansea-city","2013","Álex Pozuelo 2013",NA,NA,NA,NA,NA
"1160","Ángel Rangel","30","29","2632","0","9","2","1","17","8","0","40","21","swansea-city","2013","Ángel Rangel 2013","Ángel Rangel","3,00 Mill. €","swansea-city","2013","Right-Back"
"1161","Wayne Routledge","35","32","2706","2","28","11","4","14","2","0","34","25","swansea-city","2013","Wayne Routledge 2013","Wayne Routledge","4,50 Mill. €","swansea-city","2013","Left Wing"
"1162","Jonjo Shelvey","32","29","2475","6","77","25","6","28","4","0","28","16","swansea-city","2013","Jonjo Shelvey 2013","Jonjo Shelvey","5,50 Mill. €","swansea-city","2013","Central Midfield"
"1163","Neil Taylor","10","6","590","0","3","0","1","6","1","0","4","4","swansea-city","2013","Neil Taylor 2013","Neil Taylor","3,00 Mill. €","swansea-city","2013","Left-Back"
"1164","Dwight Tiendalli","10","9","751","0","3","0","0","10","0","0","11","5","swansea-city","2013","Dwight Tiendalli 2013","Dwight Tiendalli","1,00 Mill. €","swansea-city","2013","Right-Back"
"1165","Gerhard Tremmel","12","12","1080","0","0","0","0","0","0","0","0","2","swansea-city","2013","Gerhard Tremmel 2013","Gerhard Tremmel","750 Th. €","swansea-city","2013","Keeper"
"1166","Álvaro Vázquez","12","5","410","0","8","4","1","2","0","0","6","5","swansea-city","2013","Álvaro Vázquez 2013","Álvaro Vázquez","3,00 Mill. €","swansea-city","2013","Centre Forward"
"1167","Michel Vorm","26","26","2339","0","0","0","0","1","2","1","1","5","swansea-city","2013","Michel Vorm 2013","Michel Vorm","8,50 Mill. €","swansea-city","2013","Keeper"
"1168","Ashley Williams","34","34","3040","1","13","2","1","21","5","0","31","9","swansea-city","2013","Ashley Williams 2013","Ashley Williams","6,00 Mill. €","swansea-city","2013","Centre Back"
"1169","Morgan Amalfitano","28","26","2151","4","26","11","3","24","3","0","33","26","west-bromwich-albion","2013","Morgan Amalfitano 2013","Morgan Amalfitano","4,50 Mill. €","west-bromwich-albion","2013","Right Wing"
"1170","Nicolas Anelka","12","11","856","2","14","4","0","4","0","0","14","10","west-bromwich-albion","2013","Nicolas Anelka 2013","Nicolas Anelka","500 Th. €","west-bromwich-albion","2013","Centre Forward"
"1171","Victor Anichebe","24","11","1215","3","40","13","3","4","3","0","18","30","west-bromwich-albion","2013","Victor Anichebe 2013","Victor Anichebe","3,50 Mill. €","everton-fc","2013","Centre Forward"
"1172","Victor Anichebe","24","11","1215","3","40","13","3","4","3","0","18","30","west-bromwich-albion","2013","Victor Anichebe 2013","Victor Anichebe","3,50 Mill. €","west-bromwich-albion","2013","Centre Forward"
"1173","Saido Berahino","32","11","1405","5","54","17","1","5","0","0","20","15","west-bromwich-albion","2013","Saido Berahino 2013","Saido Berahino","-","west-bromwich-albion","2013","Centre Forward"
"1174","Chris Brunt","28","25","2243","3","49","10","4","11","7","0","25","11","west-bromwich-albion","2013","Chris Brunt 2013","Chris Brunt","6,00 Mill. €","west-bromwich-albion","2013","Left-Back"
"1175","Luke Daniels","1","0","12","0","0","0","0","0","0","0","0","0","west-bromwich-albion","2013","Luke Daniels 2013","Luke Daniels","250 Th. €","west-bromwich-albion","2013","Keeper"
"1176","Craig Dawson","12","10","950","0","14","0","2","4","1","0","10","5","west-bromwich-albion","2013","Craig Dawson 2013","Craig Dawson","1,50 Mill. €","west-bromwich-albion","2013","Right-Back"
"1177","Graham Dorrans","14","12","1106","2","18","7","0","9","4","0","10","12","west-bromwich-albion","2013","Graham Dorrans 2013","Graham Dorrans","2,00 Mill. €","west-bromwich-albion","2013","Central Midfield"
"1178","Ben Foster","24","24","2148","0","0","0","0","1","1","0","1","1","west-bromwich-albion","2013","Ben Foster 2013","Ben Foster","5,00 Mill. €","west-bromwich-albion","2013","Keeper"
"1179","Zoltan Gera","14","5","483","0","9","4","1","5","1","0","8","8","west-bromwich-albion","2013","Zoltan Gera 2013",NA,NA,NA,NA,NA
"1180","Billy Jones","21","21","1740","0","13","6","0","9","5","0","18","18","west-bromwich-albion","2013","Billy Jones 2013","Billy Jones","2,50 Mill. €","west-bromwich-albion","2013","Right-Back"
"1181","Shane Long","15","11","1038","3","24","11","1","7","2","0","28","24","west-bromwich-albion","2013","Shane Long 2013","Shane Long","6,00 Mill. €","west-bromwich-albion","2013","Centre Forward"
"1182","Diego Lugano","9","7","659","1","6","1","0","5","2","0","11","2","west-bromwich-albion","2013","Diego Lugano 2013","Diego Lugano","1,20 Mill. €","west-bromwich-albion","2013","Centre Back"
"1183","Gareth McAuley","32","32","2860","2","18","6","0","12","4","0","19","30","west-bromwich-albion","2013","Gareth McAuley 2013","Gareth McAuley","1,50 Mill. €","west-bromwich-albion","2013","Centre Back"
"1184","James Morrison","32","23","2209","1","47","12","4","19","1","0","28","21","west-bromwich-albion","2013","James Morrison 2013","James Morrison","6,50 Mill. €","west-bromwich-albion","2013","Central Midfield"
"1185","Youssouf Mulumbu","37","33","3079","2","36","7","2","36","7","0","56","40","west-bromwich-albion","2013","Youssouf Mulumbu 2013",NA,NA,NA,NA,NA
"1186","Boaz Myhill","14","14","1260","0","0","0","0","0","0","0","0","2","west-bromwich-albion","2013","Boaz Myhill 2013","Boaz Myhill","2,00 Mill. €","west-bromwich-albion","2013","Keeper"
"1187","Jonas Olsson","32","32","2819","1","16","2","0","19","10","0","19","20","west-bromwich-albion","2013","Jonas Olsson 2013","Jonas Olsson","5,00 Mill. €","west-bromwich-albion","2013","Centre Back"
"1188","Liam O'Neil","3","0","15","0","0","0","0","0","0","0","0","0","west-bromwich-albion","2013","Liam O'Neil 2013","Liam O'Neil","-","west-bromwich-albion","2013","Defensive Midfield"
"1189","Goran Popov","2","1","83","0","0","0","0","0","0","0","0","0","west-bromwich-albion","2013","Goran Popov 2013","Goran Popov","3,00 Mill. €","west-bromwich-albion","2013","Left-Back"
"1190","Steven Reid","16","16","1306","0","10","4","0","12","3","0","17","16","west-bromwich-albion","2013","Steven Reid 2013","Steven Reid","1,00 Mill. €","west-bromwich-albion","2013","Right-Back"
"1191","Liam Ridgewell","33","33","2869","1","3","1","2","25","6","0","25","53","west-bromwich-albion","2013","Liam Ridgewell 2013","Liam Ridgewell","2,50 Mill. €","west-bromwich-albion","2013","Left-Back"
"1192","Markus Rosenberg","4","1","90","0","1","0","0","1","0","0","1","1","west-bromwich-albion","2013","Markus Rosenberg 2013","Markus Rosenberg","2,50 Mill. €","west-bromwich-albion","2013","Centre Forward"
"1193","Stephane Sessegnon","26","23","1961","5","53","12","1","6","0","0","19","39","west-bromwich-albion","2013","Stephane Sessegnon 2013",NA,NA,NA,NA,NA
"1194","Scott Sinclair","8","4","301","0","5","2","0","1","0","0","0","5","west-bromwich-albion","2013","Scott Sinclair 2013","Scott Sinclair","7,50 Mill. €","west-bromwich-albion","2013","Left Wing"
"1195","Thievy","6","3","252","2","6","3","0","1","0","0","6","6","west-bromwich-albion","2013","Thievy 2013",NA,NA,NA,NA,NA
"1196","Matej Vydra","23","7","667","3","11","8","3","1","0","0","1","15","west-bromwich-albion","2013","Matej Vydra 2013","Matej Vydra","3,00 Mill. €","west-bromwich-albion","2013","Centre Forward"
